,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
1631,1632,Central zone,Dodoma,Kondoa ,Busi,SAKINA JUMA MRUMBI,,MNADANI,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",683793907,,Private,Micro,2,Manufacturing,Textile and Apparel
1632,1633,Central zone,Dodoma,Dodoma Mjini,Madukani,SAKINA KWAY,,BARABARA YA 11,2011.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755977675,,Private,Micro,2,Manufacturing,Textile and Apparel
1633,1634,Central zone,Dodoma,Mpwapwa ,Mazae,SALAMA JULIUS NCHYASI,48,MSUNGWI,2000.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1634,1635,Central zone,Dodoma,Chamwino ,Makang'wa,SALATIEL DAUD NAISI,,MADUMA,1990.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",717245284,,Private,Micro,2,Manufacturing,Wood and Woods Products
1635,1636,Central zone,Dodoma,Kondoa ,Bereko,SALEHE MOHAMED SAID,,BEREKO,1975.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1636,1637,Central zone,Dodoma,Kondoa ,Itaswi,SALIM HASSAN GUTA,181,KICHANGA,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),656492505,,Private,Micro,2,Manufacturing,Agro-Processing
1637,1638,Central zone,Dodoma,Dodoma Mjini,Miyuji,SALIM RAMADHANI MUHINA,,MATHIAS,2012.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",767613303,,Private,Micro,2,Manufacturing,Textile and Apparel
1638,1639,Central zone,Dodoma,Kondoa ,Busi,SALIM YAHAYA JUMA OIL PRESSING MILLS,40,BARAZANI,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,68825732,,Private,Micro,2,Manufacturing,Agro-Processing
1639,1640,Central zone,Dodoma,Kondoa ,Chemchem,SALIMA RAMADHANI,,IBON,2009.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1640,1641,Central zone,Dodoma,Kondoa ,Pahi,SALIMU OMARY MATAKA,,PAHI MAGHARIBI,2008.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1641,1642,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,SALMA MOHAMED,,CHILEWA,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",767007370,,Private,Micro,2,Manufacturing,Textile and Apparel
1642,1643,Central zone,Dodoma,Dodoma Mjini,Ipagala,SALOME JOHN,,SULUNGAI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",782771484,,Private,Micro,2,Manufacturing,Textile and Apparel
1643,1644,Central zone,Dodoma,Chamwino ,Makang'wa,SALOME NAFTARI DOBOGO,,TUPA,2005.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",652622628,,Private,Micro,2,Manufacturing,Textile and Apparel
1644,1645,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,SALOMU DAMIAN,,CHILEWA,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",756539530,,Private,Micro,2,Manufacturing,Textile and Apparel
1645,1646,Central zone,Dodoma,Kondoa ,Kondoa Mjini,SALUM ALLY WAZIRI,120,MNARANI,1998.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",789680865,,Private,Micro,2,Manufacturing,Wood and Woods Products
1646,1647,Central zone,Dodoma,Chemba ,Paranga,SALUM HASSAN SULU,830,CHANG'OMBE,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1647,1648,Central zone,Dodoma,Chemba ,Kwamtoro,SALUM NASSORO MBARAKA,2831,SINGIDA ROAD,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1648,1649,Central zone,Dodoma,Chamwino ,Chilonwa,SALUM SAID,,JAMHURI,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1649,1650,Central zone,Dodoma,Kondoa ,Chemchem,SALUM SHABANI,,UBEMBENI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",686676766,,Private,Micro,2,Manufacturing,Textile and Apparel
1650,1651,Central zone,Dodoma,Dodoma Mjini,Hombolo,SALUM SULEIMAN (MVUVI),,BWAWANI B,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1651,1652,Central zone,Dodoma,Bahi ,Bahi,SALUMU ATHUMAN SEJA,,BAHI SOKONI,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1652,1653,Central zone,Dodoma,Dodoma Mjini,Uhuru,SALUMU JOSHUA NZWILI,1093,BR 8,2011.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",784852054,,Private,Small,5,Manufacturing,Wood and Woods Products
1653,1654,Central zone,Dodoma,Dodoma Mjini,Chamwino,SALUMU JUMANNE (KINGA LESUPER SEMBE),1328,NDUKA/CHAMWINO,1982.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1654,1655,Central zone,Dodoma,Dodoma Mjini,Majengo,SALUMU JUMANNE SALUMU MILLS,1324,FARU,1998.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784411951,,Private,Micro,2,Manufacturing,Agro-Processing
1655,1656,Central zone,Dodoma,Dodoma Mjini,Makutupora,SALUMU MRISHO MBONDE,2515,MAKUTUPORA,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,788163267,,Private,Micro,2,Manufacturing,Agro-Processing
1656,1657,Central zone,Dodoma,Dodoma Mjini,Makutupora,SALUMU MRISHO MBONDE MILLING MACHINE,2515,MAKUTUPORA,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),788163267,,Private,Micro,2,Manufacturing,Agro-Processing
1657,1658,Central zone,Dodoma,Dodoma Mjini,Kizota,SAMALI CARPENTRY WORKS,,,2014.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",767254752,,Private,Small,5,Manufacturing,Wood and Woods Products
1658,1659,Central zone,Dodoma,Dodoma Mjini,Kizota,SAMARI HULDING CO. LTD,1631,RELINI,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Small,5,Manufacturing,Agro-Processing
1659,1660,Central zone,Dodoma,Dodoma Mjini,Viwandani,SAMORA MUHAGAMA TAILOR,1919,HATIBU AVENCE,1960.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1660,1661,Central zone,Dodoma,Chamwino ,Buigiri,SAMSON RAMEK NYAGARU,,SOKOINE,2004.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),769721284,,Private,Micro,2,Manufacturing,Agro-Processing
1661,1662,Central zone,Dodoma,Kongwa ,Ugogoni,SAMSON YOHANA MKUNDA,,NGUJI,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783397166,,Private,Micro,2,Manufacturing,Agro-Processing
1662,1663,Central zone,Dodoma,Mpwapwa ,Kingiti,SAMSONI CHALLO,48,SHULE,2002.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784732512,,Public,Micro,2,Manufacturing,Agro-Processing
1663,1664,Central zone,Dodoma,Mpwapwa ,Kingiti,SAMSONI CHARO,48,SHVENI,2012.0,1079,Manufacture of other food products n.e.c.,21175,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",,,Private,Micro,2,Manufacturing,Agro-Processing
1664,1665,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,SAMU OIL MILLS,1770,MAZENGO,2005.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,785336776,,Private,Small,5,Manufacturing,Agro-Processing
1665,1666,Central zone,Dodoma,Dodoma Mjini,Makutupora,SAMWEL ELIAS BENGU,1249,MJI MPYA,2011.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",762041858,,Private,Small,10,Manufacturing,Textile and Apparel
1666,1667,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,SAMWEL JOHN SEKIAGO,123,MAJENGO,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",684113511,,Private,Micro,2,Manufacturing,Textile and Apparel
1667,1668,Central zone,Dodoma,Mpwapwa ,Massa,SAMWEL NKUBUCHE LUKALI,,TEMBELINONGA,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),785780312,,Private,Micro,2,Manufacturing,Agro-Processing
1668,1669,Central zone,Dodoma,Kongwa ,Mlali,SAMWEL TANGASI,37,RC,2011.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",768716308,,Private,Micro,2,Manufacturing,Wood and Woods Products
1669,1670,Central zone,Dodoma,Kongwa ,Kongwa,SARA SAMWEL KICHERE,57,MJINI MAGHARIBI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",768266414,,Private,Micro,2,Manufacturing,Textile and Apparel
1670,1671,Central zone,Dodoma,Chemba ,Mrijo,SAULI MTUI,830,GODAUNI,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Small,5,Manufacturing,Agro-Processing
1671,1672,Central zone,Dodoma,Kongwa ,Kibaigwa,SAULI ONE,,KARUME,2013.0,1313,Finishing of textiles,88213,Textile finishing services,,,Private,Micro,2,Manufacturing,Textile and Apparel
1672,1673,Central zone,Dodoma,Kondoa ,Busi,SAUMU JUMA NYANDU,,BARAZANI,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1673,1674,Central zone,Dodoma,Kongwa ,Kibaigwa,SAURI RASHID KUANGA,,MPAKANI,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),768681241,,Private,Micro,2,Manufacturing,Agro-Processing
1674,1675,Central zone,Dodoma,Mpwapwa ,Pwaga,SAVERY ALBERT KINOGA,12,CHANGOMBE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1675,1676,Central zone,Dodoma,Mpwapwa ,Kingiti,SAVERY MWAKITA KITINYA,,SHULENI,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1676,1677,Central zone,Dodoma,Chamwino ,Mvumi Mission,SAYUNI LISTER KAMANDO,23,KATI A,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",712012284,,Private,Micro,2,Manufacturing,Textile and Apparel
1677,1678,Central zone,Dodoma,Mpwapwa ,Chipogoro,SEBASTIAN DELPHINO KANGEJA,23,JAMHURI,2004.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),765675562,,Private,Micro,2,Manufacturing,Agro-Processing
1678,1679,Central zone,Dodoma,Kongwa ,Songambele,SEBASTIAN KIBAWA,120,IBUMILA,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",685988120,,Private,Micro,2,Manufacturing,Textile and Apparel
1679,1680,Central zone,Dodoma,Dodoma Mjini,Viwandani,SEBASTIAN NDEE,,BARUTI,2013.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",718936100,,Private,Micro,2,Manufacturing,Wood and Woods Products
1680,1681,Central zone,Dodoma,Chemba ,Mrijo,SECILIA PETER NYANGE,830,POLISI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1681,1682,Central zone,Dodoma,Chamwino ,Makang'wa,SEFU BAKARI BAKARI,,TUPA,2000.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787352309,,Private,Micro,2,Manufacturing,Agro-Processing
1682,1683,Central zone,Dodoma,Chemba ,Kwamtoro,SEIF SALIM ABDALAH,397,SINGIDA ROAD,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1683,1684,Central zone,Dodoma,Dodoma Mjini,Hombolo,SEJESEJE CENTER TAIROLING MART,940,BWAWANI B,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",752903607,,Private,Micro,2,Manufacturing,Textile and Apparel
1684,1685,Central zone,Dodoma,Kongwa ,Zoissa,SELEKI AMOSI,57,KINANGALI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",784845308,,Private,Micro,2,Manufacturing,Textile and Apparel
1685,1686,Central zone,Dodoma,Mpwapwa ,Kingiti,SELEMAI BUNGILE,48,MUHONDO,2004.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),767437248,,Private,Micro,2,Manufacturing,Agro-Processing
1686,1687,Central zone,Dodoma,Dodoma Mjini,Uhuru,SELEMANI ALLY TAILOR,3554,UMOJA,2000.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",718035501,,Private,Micro,2,Manufacturing,Textile and Apparel
1687,1688,Central zone,Dodoma,Kongwa ,Pandambili,SELEMANI BAKARI MSONDE MILLS,49,MAPOCHO,2008.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),782039038,,Private,Micro,2,Manufacturing,Agro-Processing
1688,1689,Central zone,Dodoma,Kongwa ,Pandambili,SELEMANI BAKARI MSONDE OIL PRESS,49,MAPOCHO,2008.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,716411386,,Private,Micro,2,Manufacturing,Agro-Processing
1689,1690,Central zone,Dodoma,Dodoma Mjini,Uhuru,SELEMANI JUMA TIMBER,,BARABARA YA 8,2000.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",767631509,,Private,Micro,2,Manufacturing,Wood and Woods Products
1690,1691,Central zone,Dodoma,Chemba ,Songoro,SELEMANI KIPOTO,81,KINDO,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1691,1692,Central zone,Dodoma,Mpwapwa ,Kingiti,SELEMANI MBUNGILE,48,MUHONDO,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),767437248,,Private,Micro,2,Manufacturing,Agro-Processing
1692,1693,Central zone,Dodoma,Chamwino ,Chilonwa,SELEMANI MOMBO,126,MWINYI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),688226667,,Private,Micro,2,Manufacturing,Agro-Processing
1693,1694,Central zone,Dodoma,Chemba ,Chandama,SELEMANI RASHID MWALUKO,,MADUKANI,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1694,1695,Central zone,Dodoma,Dodoma Mjini,Makole,SELESTINA KAUKI SHANGAI,1546,MAKOLE,2002.0,2395,"Manufacture of articles of concrete, cement and plaster",37117,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",754393020,,Private,Small,10,Manufacturing,Building and Construction Materials
1695,1696,Central zone,Dodoma,Kongwa ,Kongwa,SEMEN JOEL MWENDI,,MJINI MAGHARIBI B,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1696,1697,Central zone,Dodoma,Dodoma Mjini,Uhuru,SEMSUNGU OMARY,,MWANZA AVENUE,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",713319894,,Private,Micro,2,Manufacturing,Textile and Apparel
1697,1698,Central zone,Dodoma,Dodoma Mjini,Viwandani,SEMVUA SAID (SIX),762,SABASABA,2012.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",,,Private,Micro,2,Manufacturing,Wood and Woods Products
1698,1699,Central zone,Dodoma,Kondoa ,Kondoa Mjini,SENORINA MERIANANGA SWAI,,MNARANI,2012.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1699,1700,Central zone,Dodoma,Kongwa ,Makawa,SENYANGWA MBAIGWA,57,KATI,2010.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,785218023,,Private,Micro,2,Manufacturing,Agro-Processing
1700,1701,Central zone,Dodoma,Kongwa ,Kibaigwa,SERIOUS BAKERY,100,KARUME BWAWANI,2013.0,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",752403030,784403030,Private,Small,5,Manufacturing,Agro-Processing
1701,1702,Central zone,Dodoma,Dodoma Mjini,Makole,SETI MAYANI (FUNDI SOFA),,CHIMULI,2013.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",754305744,,Private,Micro,2,Manufacturing,Wood and Woods Products
